0,32977685024,R***o,RU,"Todo es genial, la lámpara es buena, en la región de samara llegó en 3 semanas. Empaquetado era muy bueno, todo completo. Gracias al vendedor.",5.0,,
1,32977685024,C***i,US,Bien empaquetado. Llegó a tiempo. Coincide con la imagen. No lo probé todavía,5.0,,
2,32977685024,R***r,UA,"La lámpara llegó en 20 días. Se seca bien, muy satisfecho",5.0,,
3,32977685024,D***d,RU,"¡Todo está bien, cosas maravillosas! ¡Todo es genial, cosas maravillosas!",5.0,,
4,32977685024,E***G,SE,¡Súper lámpara!,5.0,,
5,32977685024,Anónimo,RU,"Genial. Bastante Grande, 15 diodos, sensores (se lleva a mano, se quita y recuerda recientemente, se ajusta a un temporizador). He tomado una vista táctil con una fuente de alimentación, no me gustan los botones, aunque lamento no haber tomado un repuesto con yusb, especialmente desde antes de la venta era solo un centavo. Llegó lo suficientemente rápido por servicio de mensajería express (antes de enviar al vendedor especificaba el número de teléfono). Si bien todo el mundo está contento, ¡Muchas gracias al vendedor!",5.0,,"En la acción obtuvo 30 r, y teniendo en cuenta la caché del descuento ru todavía en la parte superior pagó varios rublos xd.        22 Apr 2019 05:52 "
6,32977685024,V***a,RU,"La entrega por mensajería, laca y lámpara aún no se ha probado En el trabajo, entonces Añadiré un consejo.",5.0,,
7,32977685024,X***d,BY,,5.0,,
8,32977685024,R***r,RU,,5.0,,
9,32977685024,Anónimo,KR,,5.0,,
10,32977685024,Anónimo,US,"Luv it, gracias",5.0,,
11,32977685024,A***a,RU,"Gracias al vendedor, esta lámpara me ha costado 67 kopecks, muy satisfecho con la calidad. Muy bien empaquetado",5.0,,"Este es un encanto, lucky vendrá a ver en acción         22 Apr 2019 21:39 "
12,32977685024,V***o,RU,,5.0,,
13,32977685024,A***a,BR,Exactamente como se muestra en la imagen.,5.0,,
14,32977685024,A***v,RU,,5.0,,
15,32977685024,A***a,RU,"La lámpara está completa, funciona correctamente, bien embalada. Seguimiento de seguimiento. La lámpara es ligera, todo está bien secado.",5.0,,"Cuando se reutiliza, el detector se rompe. No está tan mal, la pulsación del botón no es difícil. Pero es una pena.        21 Jul 2019 13:55 "
16,32977685024,V***a,CL,"Llego antes del tiempo estimado, se ve muy bien",5.0,,
17,32977685024,Y***o,CL,,5.0,,
18,32977685024,Anónimo,RU,"Los productos llegaron en el tiempo asignado, sin demora. La lámpara corresponde a la descripción, funciona bien. Tres velocidades de calentamiento. Recomendamos encarecidamente al vendedor y al producto.",5.0,,
19,32977685024,R***v,RU,Bien empaquetado. Funciona sin quejas. Le aconsejo al vendedor.,5.0,,
20,32977685024,A***a,UA,,5.0,,
21,32977685024,R***i,RU,,5.0,,
22,32977685024,E***a,IL,,5.0,,
23,32977685024,L***k,BY,"Gracias, te aconsejo",5.0,,
24,32977685024,L***i,RU,"La lámpara funciona correctamente, escucha perfectamente la capa por capa... Para diseño suficiente 30 segundos Básicamente, para la mayoría de los barnices modo suficiente en 30c pero alguien seca la laca de gel durante 10 segundos Para arriba y base suficiente 60 segundos Secado de Gel durante 2 min. Todo se está despertando perfectamente. A expensas de las horquillas de preguntas, ¡una sensación de ardor! Esto no es generalmente una pregunta ni a la lámpara, es característico de las bases de goma y al nivelar, es decir, con una capa gruesa de material, todo se resuelve fácilmente-Tiro de mi mano durante un par de segundos y aterrado. Este material será horno en cualquier lámpara",5.0,,
25,32977685024,D***v,RU,"¡Todo está bien, cosas maravillosas! ¡Todo es genial, cosas maravillosas!",5.0,,
26,32977685024,O***a,RU,Excelente,5.0,,Bien.        28 Apr 2019 23:01 
27,32977685024,O***g,FR,,5.0,,
28,32977685024,K***a,RU,"La entrega a mo 31 días, tomó el cupón también no fue como muchos escribieron. Y por lo tanto, la lámpara es súper, por cierto, estos colores se secan perfectamente, estaban agrupados en mi antigua lámpara uv, pensando en el matrimonio. ¡Le recomiendo al vendedor!",5.0,,
29,32977685024,Anónimo,PL,"Súper. entrega rápida, el producto está bien.",4.0,,
30,32977685024,S***s,UA,"Para uso doméstico con un gran descuento. Una buena lámpara, pero llegó sin un soporte inferior, solo la parte superior en sí. Como el cuerpo es desigual desde abajo, hay luces en los lados. Sin embargo, seca sin problemas. Acerca de la carga-chicos, Así que elige el tipo de toma de corriente (hay europeo, hay americano y yusb) antes de realizar el pedido. Necesitaba europeo, lo escogí-europeo y vino. Paquete genial, por el camino-soplado y grande, solo en caso)",5.0,,
31,32977685024,A***s,BR,"Entrega rápida, 24 días a Río Grane/RS",5.0,,
32,32977685024,G***e,RU,"Todo es bueno, por tal dinero, para el caso si accidentalmente apaga la electricidad, ya que sucede a menudo en nuestra región, a través de la carga portátil es una opción, aunque un poco débil, la base con una alineación de 90 segundos dos veces",5.0,,
33,32977685024,J***o,BR,,5.0,,
34,32977685024,T***a,RU,,5.0,,Clase)        18 Jun 2019 07:11 
35,32977685024,Anónimo,RU,"Todo de acuerdo, funciona,",5.0,,
36,32977685024,L***a,RU,"¡Muchas gracias! Pedido el 27 de marzo llegó a ussuriysk el 23 de abril. Lo que puedo decir, todo está bien, todo funciona, y el hecho de que me cuesta 1 centavo, como nuevo usuario, me complace aún más. En general, orden, no te arrepentirás.",5.0,,
37,32977685024,S***s,RU,"Sin documentos, sin instrucciones",5.0,,"El segundo día, el sensor de movimiento dejó de funcionar, ¡lo probaremos más!        15 May 2019 12:30 "
38,32977685024,O***i,UA,"Entrega rápida, un poco más de 2 semanas. Al principio tenía miedo de por qué tan ligero, pero todo está en su lugar y funciona. Pequeño y ligero, la mano se ajusta completamente)",5.0,,
39,32977685024,D***a,EE,,5.0,,
40,32977685024,J***m,LT,Entrega rápida. Harasho está empaquetado. Gracias.,5.0,,
41,32977685024,G***r,IL,Poco pensado que era más,5.0,,
42,32977685024,E***a,UA,"Embalado muy bien. La entrega es de casi un mes. Sensor, cronómetro funciona. Todo está súper.",5.0,,
43,32977685024,Anónimo,KZ,,5.0,,
44,32977685024,L***l,RU,,5.0,,"Le dio a su hija que le gustó, se seca bien        08 May 2019 07:22 "
45,32977685024,D***s,HU,,5.0,,
